Name,Type,MainMuscle,SecondaryMuscles,Equipment,MechanicsType,Level,Sport,Force
Standing Leg Curl,Strength,Hamstrings,0,Machine,Isolation,Beginner,No,Pull
Standing Low-Pulley Deltoid Raise,Strength,Shoulders, Forearms,Cable,Isolation,Beginner,No,Push
Standing Military Press,Strength,Shoulders, Triceps,Barbell,Compound,Beginner,No,Push
Standing One-Arm Cable Curl,Strength,Biceps,0,Cable,Isolation,Intermediate,No,Pull
Standing One-Arm Dumbbell Triceps Extension,Strength,Triceps, Chest Shoulders,Dumbbell,Isolation,Beginner,No,Push
Standing Palm-In One-Arm Dumbbell Press,Strength,Shoulders, Triceps,Dumbbell,Compound,Beginner,No,Push
Standing Palms-Up Barbell Behind The Back Wrist Curl,Strength,Forearms,0,Barbell,Isolation,Beginner,No,Pull
Standing Rope Crunch,Strength,Abdominals,0,Cable,Isolation,Beginner,No,Pull
Standing Toe Touches,Stretching,Hamstrings, Calves,None,N/A,Beginner,No,Static
Standing Two-Arm Overhead Throw,Plyometrics,Shoulders, Chest Lats,MedicineBall,Compound,Beginner,No,Pull
Step Mill,Cardio,Quadriceps, Calves Glutes Hamstrings,Machine,N/A,Intermediate,Indoor,No
Stiff Leg Barbell Good Morning,Strength,LowerBack, Glutes Hamstrings,Barbell,Compound,Beginner,No,Push
Stiff-Legged Dumbbell Deadlift,Strength,Hamstrings, Glutes LowerBack,Dumbbell,Compound,Beginner,No,Pull
Straight Bar Bench Mid Rows,Strength,MiddleBack, Biceps Lats,Barbell,Compound,Beginner,No,Pull
Straight-Arm Dumbbell Pullover,Strength,Chest, Lats Shoulders Triceps,Dumbbell,Compound,Intermediate,No,Pull
Stride Jump Crossover,Plyometrics,Quadriceps, Abductors Adductors Calves Hamstrings,Other,Compound,Beginner,No,Push
Sumo Deadlift with Bands,Powerlifting,Hamstrings, Adductors Forearms Glutes LowerBack MiddleBack Quadriceps Traps,Barbell,Compound,Intermediate,No,Pull
Superman,Stretching,LowerBack, Glutes Hamstrings,BodyOnly,Compound,Beginner,No,Static
Supine One-Arm Overhead Throw,Plyometrics,Abdominals, Chest Lats Shoulders,MedicineBall,Compound,Beginner,No,Pull
Suspended Push-Up,Strength,Chest, Shoulders Triceps,Other,Compound,Beginner,No,Push
Suspended Row,Strength,MiddleBack, Biceps Lats,Other,Compound,Beginner,No,Pull
T-Bar Row with Handle,Strength,MiddleBack, Biceps Lats,Barbell,Compound,Beginner,No,Pull
The Straddle,Stretching,Hamstrings, Adductors Calves,None,N/A,Beginner,No,Static
Thigh Adductor,Strength,Adductors, Glutes Hamstrings,Machine,Isolation,Beginner,No,Pull
Toe Touchers,Stretching,Abdominals,0,BodyOnly,Isolation,Beginner,No,Pull
Trail Running/Walking,Cardio,Quadriceps, Calves Glutes Hamstrings,None,N/A,Beginner,Outdoor,No
Tricep Dumbbell Kickback,Strength,Triceps,0,Dumbbell,Isolation,Beginner,No,Push
Triceps Overhead Extension with Rope,Strength,Triceps,0,Cable,Isolation,Beginner,No,Push
Triceps Pushdown - Rope Attachment,Strength,Triceps,0,Cable,Isolation,Beginner,No,Push
Triceps Stretch,Stretching,Triceps, Lats,None,Isolation,Beginner,No,Static
Two-Arm Dumbbell Preacher Curl,Strength,Biceps,0,Dumbbell,Isolation,Beginner,No,Pull
Two-Arm Kettlebell Jerk,Strength,Shoulders, Calves Quadriceps Triceps,Kettlebells,Compound,Intermediate,No,Push
Two-Arm Kettlebell Row,Strength,MiddleBack, Biceps Lats,Kettlebells,Compound,Intermediate,No,Pull
Tate Press,Strength,Triceps, Chest Shoulders,Dumbbell,Isolation,Intermediate,No,Push
Thigh Abductor,Strength,Abductors, Glutes,Machine,Isolation,Beginner,No,Push
Tire Flip,Strongman,Quadriceps, Calves Chest Forearms Glutes Hamstrings LowerBack Shoulders Traps Triceps,Other,Compound,Intermediate,Yes,Pull
Torso Rotation,Stretching,Abdominals,0,ExerciseBall,N/A,Beginner,No,Pull
Trap Bar Deadlift,Strength,Quadriceps, Glutes Hamstrings,Other,Compound,Beginner,No,Pull
Tricep Side Stretch,Stretching,Triceps, Shoulders,None,N/A,Beginner,No,Static
Triceps Pushdown,Strength,Triceps,0,Cable,Isolation,Beginner,No,Push
Triceps Pushdown - V-Bar Attachment,Strength,Triceps,0,Cable,Isolation,Beginner,No,Push
Tuck Crunch,Strength,Abdominals,0,BodyOnly,Isolation,Beginner,No,Pull
Two-Arm Kettlebell Clean,Strength,Shoulders, Calves Glutes Hamstrings LowerBack Traps,Kettlebells,Compound,Intermediate,No,Pull
Two-Arm Kettlebell Military Press,Strength,Shoulders, Triceps,Kettlebells,Compound,Intermediate,No,Push
Underhand Cable Pulldowns,Strength,Lats, Biceps MiddleBack Shoulders,Cable,Compound,Beginner,No,Pull
Upper Back-Leg Grab,Stretching,Hamstrings, LowerBack MiddleBack,None,N/A,Beginner,No,Static
Upright Cable Row,Strength,Traps, Shoulders,Cable,Compound,Intermediate,No,Pull
Upward Stretch,Stretching,Shoulders, Chest Lats,None,N/A,Beginner,No,Static
Upper Back Stretch,Stretching,MiddleBack, MiddleBack,None,N/A,Beginner,No,Static
Upright Barbell Row,Strength,Shoulders, Traps,Barbell,Compound,Beginner,No,Pull
Upright Row - With Bands,Strength,Traps, Shoulders,Bands,Compound,Beginner,No,Pull
V-Bar Pulldown,Strength,Lats, Biceps MiddleBack Shoulders,Cable,Compound,Intermediate,No,Pull
Vertical Swing,Plyometrics,Hamstrings, Glutes Quadriceps Shoulders,Dumbbell,Compound,Beginner,No,Pull
V-Bar Pullup,Strength,Lats, Biceps MiddleBack Shoulders,BodyOnly,Compound,Beginner,No,Pull
'Walking, Treadmill',Cardio,Quadriceps, Calves Glutes Hamstrings,Machine,N/A,Beginner,No,N/A
Weighted Ball Side Bend,Strength,Abdominals,0,ExerciseBall,Isolation,Intermediate,No,Pull
Weighted Crunches,Strength,Abdominals,0,MedicineBall,Isolation,Beginner,No,Pull
Weighted Pull Ups,Strength,Lats, Biceps MiddleBack,Other,Compound,Intermediate,No,Pull
Weighted Sit-Ups - With Bands,Strength,Abdominals,0,Other,Isolation,Intermediate,No,Pull
Wide Stance Barbell Squat,Strength,Quadriceps, Calves Glutes Hamstrings LowerBack,Barbell,Compound,Intermediate,No,Push
Wide-Grip Barbell Bench Press,Strength,Chest, Shoulders Triceps,Barbell,Compound,Intermediate,No,Push
Wide-Grip Decline Barbell Pullover,Strength,Chest, Shoulders Triceps,Barbell,Compound,Intermediate,No,Pull
Wide-Grip Pulldown Behind The Neck,Strength,Lats, Biceps MiddleBack Shoulders,Cable,Compound,Intermediate,No,Pull
Wide-Grip Standing Barbell Curl,Strength,Biceps,0,Barbell,Isolation,Beginner,No,Pull
Windmills,Stretching,Abductors, Glutes Hamstrings LowerBack,None,N/A,Intermediate,No,Pull
Wrist Circles,Stretching,Forearms,0,BodyOnly,Isolation,Beginner,No,Pull
Wrist Rotations with Straight Bar,Strength,Forearms,0,Barbell,Isolation,Beginner,No,Pull
Weighted Ball Hyperextension,Strength,LowerBack, Glutes Hamstrings MiddleBack,ExerciseBall,Compound,Intermediate,No,Pull
Weighted Bench Dip,Strength,Triceps, Chest Shoulders,Other,Compound,Intermediate,No,Push
Weighted Jump Squat,Strength,Quadriceps, Calves Glutes Hamstrings LowerBack,Barbell,Compound,Intermediate,No,Push
Weighted Sissy Squat,Strength,Quadriceps, Calves Glutes Hamstrings,Barbell,Compound,Expert,No,Push
Weighted Squat,Strength,Quadriceps, Calves Glutes Hamstrings,Other,Compound,Intermediate,No,Push
Wide Stance Stiff Legs,OlympicWeightlifting,Hamstrings, Adductors Glutes LowerBack,Barbell,Compound,Intermediate,No,Pull
Wide-Grip Decline Barbell Bench Press,Strength,Chest, Shoulders Triceps,Barbell,Compound,Intermediate,No,Push
Wide-Grip Lat Pulldown,Strength,Lats, Biceps MiddleBack Shoulders,Cable,Compound,Beginner,No,Pull
Wide-Grip Rear Pull-Up,Strength,Lats, Biceps MiddleBack Shoulders,BodyOnly,Compound,Intermediate,No,Pull
Wind Sprints,Strength,Abdominals,0,BodyOnly,Compound,Beginner,No,Pull
'World''s Greatest Stretch',Stretching,Hamstrings, Calves Glutes Quadriceps,None,N/A,Intermediate,No,Static
Wrist Roller,Strength,Forearms, Shoulders,Other,Isolation,Beginner,No,Pull
Yoke Walk,Strongman,Quadriceps, Abdominals Abductors Adductors Calves Glutes Hamstrings LowerBack,Other,Compound,Intermediate,Yes,N/A
Zercher Squats,Strength,Quadriceps, Calves Glutes Hamstrings,Barbell,Compound,Expert,No,Push
Zottman Preacher Curl,Strength,Biceps, Forearms,Dumbbell,Isolation,Intermediate,No,Pull
Zottman Curl,Strength,Biceps, Forearms,Dumbbell,Isolation,Intermediate,No,Pull
